prompt,question_item,user_readable_name_scale,reversed_item,scale_type,persona_description,persona_id,item_text
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'Er mogen de komende jaren geen nieuwe landen bij de EU.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu17,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,Er mogen de komende jaren geen nieuwe landen bij de EU.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'EU-landen moeten vaker samen wapens en ander defensiemateriaal gaan inkopen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu18,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,EU-landen moeten vaker samen wapens en ander defensiemateriaal gaan inkopen.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'De EU moet lidstaten een groter begrotingstekort toestaan dan nu het geval is.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu19,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,De EU moet lidstaten een groter begrotingstekort toestaan dan nu het geval is.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'Het moet mogelijk worden om een land uit de EU te zetten als het zich niet aan de basisregels voor democratie en rechtsstaat houdt.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu20,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,Het moet mogelijk worden om een land uit de EU te zetten als het zich niet aan de basisregels voor democratie en rechtsstaat houdt.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'De EU moet stoppen met het subsidieren van de intensieve veeteelt.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu21,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,De EU moet stoppen met het subsidieren van de intensieve veeteelt.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'EU-landen moeten zelf kunnen beslissen of ze werknemers uit andere lidstaten toelaten.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu22,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,EU-landen moeten zelf kunnen beslissen of ze werknemers uit andere lidstaten toelaten.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'De EU moet geld steken in uitbreiding van het netwerk van Europese treinen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu23,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,De EU moet geld steken in uitbreiding van het netwerk van Europese treinen.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'Asielzoekers moeten hun asielaanvraag indienen in landen buiten de EU en daar afwachten of ze in de EU mogen komen wonen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu24,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,Asielzoekers moeten hun asielaanvraag indienen in landen buiten de EU en daar afwachten of ze in de EU mogen komen wonen.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'Het moet in de hele EU verplicht worden om stagiairs een vergoeding te betalen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu25,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,Het moet in de hele EU verplicht worden om stagiairs een vergoeding te betalen.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'Er moeten weer grenscontroles komen tussen de landen van de EU.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu26,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,Er moeten weer grenscontroles komen tussen de landen van de EU.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'De EU moet het recht op abortus erkennen als een grondrecht.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu27,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,De EU moet het recht op abortus erkennen als een grondrecht.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'De voorzitters van de Europese Commissie moeten rechtstreeks door de inwoners van de EU worden gekozen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu28,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,De voorzitters van de Europese Commissie moeten rechtstreeks door de inwoners van de EU worden gekozen.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'De EU moet het gebruik van landbouwgif met glyfosaat volledig verbieden.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu29,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,De EU moet het gebruik van landbouwgif met glyfosaat volledig verbieden.
"Je reageert op een stemvragenlijst. Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid. Met betrekking tot de volgende verklaring, 'De EU moet meer wapens voor Oekraine betalen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu30,EU Voting Questions,FALSE,,"Je bent een persoon die zichzelf op de volgende manier beschrijft: Ik geef les aan een stadsuniversiteit en ben gespecialiseerd in milieuwetenschappen. Ik ben actief in de lokale politiek, met name op het gebied van klimaatverandering en onderwijs. Ik geniet van het culturele aanbod van de stad, van etnische voedselmarkten tot internationale filmfestivals. Ik hecht waarde aan inclusiviteit en gelijkheid.",2,De EU moet meer wapens voor Oekraine betalen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Alle EU-landen moeten een evenredig aandeel asielzoekers opnemen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu1,EU Voting Questions,FALSE,,,3,Alle EU-landen moeten een evenredig aandeel asielzoekers opnemen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Sociale-mediabedrijven moeten zelf kunnen beslissen wat ze doen met nepnieuws.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu2,EU Voting Questions,FALSE,,,3,Sociale-mediabedrijven moeten zelf kunnen beslissen wat ze doen met nepnieuws.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Grote bedrijven moeten een minimum belasting betalen in elk EU-land waar ze actief zijn.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu3,EU Voting Questions,FALSE,,,3,Grote bedrijven moeten een minimum belasting betalen in elk EU-land waar ze actief zijn.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De leeftijd waarop je mag stemmen voor het Europees Parlement moet omlaag van 18 naar 16 jaar.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu4,EU Voting Questions,FALSE,,,3,De leeftijd waarop je mag stemmen voor het Europees Parlement moet omlaag van 18 naar 16 jaar.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Bedrijven moeten meer gaan betalen voor hun CO2-uitstoot.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu5,EU Voting Questions,FALSE,,,3,Bedrijven moeten meer gaan betalen voor hun CO2-uitstoot.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Landen die afgewezen asielzoekers niet terugnemen, moeten minder ontwikkelingshulp krijgen van de EU.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu6,EU Voting Questions,FALSE,,,3,"Landen die afgewezen asielzoekers niet terugnemen, moeten minder ontwikkelingshulp krijgen van de EU."
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet de politie verbieden automatische gezichtsherkenning te gebruiken.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu7,EU Voting Questions,FALSE,,,3,De EU moet de politie verbieden automatische gezichtsherkenning te gebruiken.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Het Europees Parlement moet het recht krijgen om zelf wetsvoorstellen te doen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu8,EU Voting Questions,FALSE,,,3,Het Europees Parlement moet het recht krijgen om zelf wetsvoorstellen te doen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet meer kernenergie gaan opwekken.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu9,EU Voting Questions,FALSE,,,3,De EU moet meer kernenergie gaan opwekken.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet lidstaten verplichten lhbtiq+-stellen als wettelijke ouders van hun kinderen te erkennen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu10,EU Voting Questions,FALSE,,,3,De EU moet lidstaten verplichten lhbtiq+-stellen als wettelijke ouders van hun kinderen te erkennen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'EU-landen moeten meer mogelijkheden krijgen om op sommige onderwerpen niet mee te doen en zelf regels te maken.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu11,EU Voting Questions,FALSE,,,3,EU-landen moeten meer mogelijkheden krijgen om op sommige onderwerpen niet mee te doen en zelf regels te maken.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet boeren toestaan meer genetisch gemodificeerde gewassen te verbouwen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu12,EU Voting Questions,FALSE,,,3,De EU moet boeren toestaan meer genetisch gemodificeerde gewassen te verbouwen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet landen verplichten vliegbelasting te heffen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu13,EU Voting Questions,FALSE,,,3,De EU moet landen verplichten vliegbelasting te heffen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De Europese Central Bank (ECB) moet naast munten en bankbiljetten ook een digitale euro gaan uitgeven.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu14,EU Voting Questions,FALSE,,,3,De Europese Central Bank (ECB) moet naast munten en bankbiljetten ook een digitale euro gaan uitgeven.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet samenwerking met Israel stoppen totdat de Palestijnen een eigen staat hebben.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu15,EU Voting Questions,FALSE,,,3,De EU moet samenwerking met Israel stoppen totdat de Palestijnen een eigen staat hebben.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Het moet gemakkelijker worden voor geschoolde werknemers om in de EU te komen wonen en werken.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu16,EU Voting Questions,FALSE,,,3,Het moet gemakkelijker worden voor geschoolde werknemers om in de EU te komen wonen en werken.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Er mogen de komende jaren geen nieuwe landen bij de EU.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu17,EU Voting Questions,FALSE,,,3,Er mogen de komende jaren geen nieuwe landen bij de EU.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'EU-landen moeten vaker samen wapens en ander defensiemateriaal gaan inkopen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu18,EU Voting Questions,FALSE,,,3,EU-landen moeten vaker samen wapens en ander defensiemateriaal gaan inkopen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet lidstaten een groter begrotingstekort toestaan dan nu het geval is.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu19,EU Voting Questions,FALSE,,,3,De EU moet lidstaten een groter begrotingstekort toestaan dan nu het geval is.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Het moet mogelijk worden om een land uit de EU te zetten als het zich niet aan de basisregels voor democratie en rechtsstaat houdt.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu20,EU Voting Questions,FALSE,,,3,Het moet mogelijk worden om een land uit de EU te zetten als het zich niet aan de basisregels voor democratie en rechtsstaat houdt.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet stoppen met het subsidieren van de intensieve veeteelt.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu21,EU Voting Questions,FALSE,,,3,De EU moet stoppen met het subsidieren van de intensieve veeteelt.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'EU-landen moeten zelf kunnen beslissen of ze werknemers uit andere lidstaten toelaten.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu22,EU Voting Questions,FALSE,,,3,EU-landen moeten zelf kunnen beslissen of ze werknemers uit andere lidstaten toelaten.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet geld steken in uitbreiding van het netwerk van Europese treinen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu23,EU Voting Questions,FALSE,,,3,De EU moet geld steken in uitbreiding van het netwerk van Europese treinen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Asielzoekers moeten hun asielaanvraag indienen in landen buiten de EU en daar afwachten of ze in de EU mogen komen wonen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu24,EU Voting Questions,FALSE,,,3,Asielzoekers moeten hun asielaanvraag indienen in landen buiten de EU en daar afwachten of ze in de EU mogen komen wonen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Het moet in de hele EU verplicht worden om stagiairs een vergoeding te betalen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu25,EU Voting Questions,FALSE,,,3,Het moet in de hele EU verplicht worden om stagiairs een vergoeding te betalen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'Er moeten weer grenscontroles komen tussen de landen van de EU.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu26,EU Voting Questions,FALSE,,,3,Er moeten weer grenscontroles komen tussen de landen van de EU.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet het recht op abortus erkennen als een grondrecht.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu27,EU Voting Questions,FALSE,,,3,De EU moet het recht op abortus erkennen als een grondrecht.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De voorzitters van de Europese Commissie moeten rechtstreeks door de inwoners van de EU worden gekozen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu28,EU Voting Questions,FALSE,,,3,De voorzitters van de Europese Commissie moeten rechtstreeks door de inwoners van de EU worden gekozen.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet het gebruik van landbouwgif met glyfosaat volledig verbieden.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu29,EU Voting Questions,FALSE,,,3,De EU moet het gebruik van landbouwgif met glyfosaat volledig verbieden.
"Je reageert op een stemvragenlijst.  Met betrekking tot de volgende verklaring, 'De EU moet meer wapens voor Oekraine betalen.'. Deel je gedachten hierover in een open reactie en werk je antwoord gedetailleerd uit:",eu30,EU Voting Questions,FALSE,,,3,De EU moet meer wapens voor Oekraine betalen.
